Name,Id,Level,Hp,BaseExp,JobExp,Size,Race,Element,Custom
Baphomet Jr.,1431,57,2035,0,0,Small,Demon,Dark1,False
Desert Wolf,1432,103,9447,0,0,Medium,Brute,Fire1,False
Deviruchi,1433,64,2300,0,0,Small,Demon,Dark1,False
Drainliar,1434,47,1162,0,0,Small,Brute,Dark2,False
Evil Druid,1435,80,5149,0,0,Large,Undead,Undead4,False
Jakk,1436,63,2054,0,0,Medium,Formless,Fire2,False
Joker,1437,90,6022,0,0,Large,DemiHuman,Wind4,False
Khalitzburg,1438,118,23986,0,0,Large,Undead,Undead1,False
High Orc,1439,81,4193,0,0,Large,DemiHuman,Fire2,False
Stem Worm,1440,84,4530,0,0,Medium,Plant,Wind1,False
Penomena,1441,85,4589,0,0,Medium,Fish,Poison1,False
Sasquatch,1442,72,3163,0,0,Large,Brute,Neutral3,False
Cruiser,1443,41,919,0,0,Medium,Formless,Neutral3,False
Chepet,1444,42,4950,0,0,Medium,DemiHuman,Fire1,False
Raggler,1445,48,1148,0,0,Small,Brute,Wind1,False
Injustice,1446,95,7952,0,0,Medium,Undead,Dark2,False
Gryphon,1447,105,60720,0,0,Large,Brute,Wind4,False
Dark Frame,1448,76,3520,0,0,Medium,Demon,Dark3,False
Mutant Dragonoid,1449,65,50706,0,0,Large,Dragon,Fire2,False
Wind Ghost,1450,80,4008,0,0,Medium,Demon,Wind3,False
Merman,1451,60,2940,0,0,Medium,DemiHuman,Water2,False
Orc Lady,1452,45,1520,0,0,Medium,DemiHuman,Earth2,False
Raydric Archer,1453,82,4437,0,0,Medium,Demon,Dark2,False
Tri Joint,1454,66,2530,0,0,Small,Insect,Earth1,False
Kobold Archer,1455,108,11053,0,0,Small,DemiHuman,Fire1,False
Chimera,1456,70,26406,0,0,Large,Brute,Fire3,False
Mantis,1457,65,2719,0,0,Medium,Insect,Earth1,False
Marduk,1458,73,2893,0,0,Large,DemiHuman,Fire1,False
Marionette,1459,62,2209,0,0,Small,Demon,Ghost3,False
Matyr,1460,58,2087,0,0,Medium,Brute,Dark1,False
Minorous,1461,58,1893,0,0,Large,Brute,Fire2,False
Orc Skeleton,1462,53,2077,0,0,Medium,Undead,Undead1,False
Orc Zombie,1463,51,1908,0,0,Medium,Undead,Undead1,False
Pasana,1464,79,3510,0,0,Medium,DemiHuman,Fire2,False
Petite,1465,86,5799,0,0,Medium,Dragon,Earth1,False
Petite,1466,79,3556,0,0,Medium,Dragon,Wind1,False
Raydric,1467,115,18408,0,0,Large,DemiHuman,Dark2,False
Requim,1468,71,3089,0,0,Medium,DemiHuman,Dark1,False
Skeleton Worker,1469,44,1240,0,0,Medium,Undead,Undead1,False
Zerom,1470,70,2687,0,0,Medium,DemiHuman,Fire1,False
Nine Tail,1471,72,2783,0,0,Medium,Brute,Fire3,False
Bongun,1472,59,2510,0,0,Medium,Undead,Undead1,False
Orc Archer,1473,78,4835,0,0,Medium,DemiHuman,Earth1,False
Mimic,1474,56,1939,0,0,Medium,Formless,Neutral3,False
Wraith,1475,77,5168,0,0,Large,Undead,Undead4,False
Alarm,1476,88,5562,0,0,Medium,Formless,Neutral3,False
Arclouze,1477,77,4320,0,0,Medium,Insect,Earth2,False
Rideword,1478,74,3222,0,0,Small,Formless,Neutral3,False
Skeleton Prisoner,1479,91,9194,0,0,Medium,Undead,Undead3,False
Zombie Prisoner,1480,89,8045,0,0,Medium,Undead,Undead3,False
Punk,1481,82,3869,0,0,Small,Plant,Wind1,False
Zealotus,1482,105,61350,0,0,Medium,DemiHuman,Neutral3,False
Rybio,1483,98,8700,0,0,Large,Demon,Neutral2,False
Phendark,1484,102,11000,0,0,Large,DemiHuman,Neutral2,False
Mysteltainn,1485,130,70000,0,0,Large,Formless,Dark4,False
Ogretooth,1486,114,59000,0,0,Medium,Formless,Dark3,False
Executioner,1487,101,40200,0,0,Large,Formless,Dark2,False
Anolian,1488,109,15547,0,0,Medium,Fish,Water2,False
Sting,1489,104,14143,0,0,Medium,Formless,Earth3,False
Wanderer,1490,120,19307,0,0,Medium,Demon,Wind1,False
Dokebi,1491,68,2820,0,0,Small,Demon,Dark1,False
Samurai Specter,1492,100,901000,45100800,32729400,Large,DemiHuman,Dark3,False
Dryad,1493,68,3640,68300,59500,Medium,Plant,Earth4,False
Beetle King,1494,55,2061,48900,41300,Small,Insect,Earth1,False
Stone Shooter,1495,64,2101,60000,54400,Medium,Plant,Fire3,False
Wooden Golem,1497,72,3914,78900,69200,Large,Plant,Earth4,False
Wootan Shooter,1498,67,3096,66900,58200,Medium,DemiHuman,Earth2,False
Wootan Fighter,1499,67,2327,63800,58200,Medium,DemiHuman,Fire2,False
Parasite,1500,76,3222,80900,74900,Medium,Plant,Wind2,False
Bring it on!,1502,99,95000000,4711500,1255300,Medium,Plant,Poison1,False
Gibbet,1503,105,12999,162500,154700,Large,Demon,Dark1,False
Dullahan,1504,108,19546,205200,168700,Medium,Undead,Undead2,False
Loli Ruri,1505,109,15280,188700,180100,Large,Demon,Dark4,False
Disguise,1506,103,13895,166400,150700,Medium,Demon,Earth4,False
Bloody Murderer,1507,110,14099,190800,182200,Large,DemiHuman,Dark3,False
Quve,1508,100,11090,152500,124700,Small,Undead,Undead1,False
Lude,1509,101,11574,169900,139000,Small,Undead,Undead1,False
Heirozoist,1510,102,12000,156500,148700,Small,Demon,Dark2,False
Amon Ra,1511,69,1009000,12006000,9396000,Large,DemiHuman,Earth3,False
Yao Jun,1512,87,6996,115700,93500,Medium,Undead,Undead2,False
Mao Guai,1513,89,5292,108600,102100,Medium,Brute,Wind2,False
Zhu Po Long,1514,82,3943,97000,90500,Medium,Dragon,Wind2,False
Baby Hatii,1515,94,10016,93300,87400,Medium,Brute,Water2,False
Mi Gao,1516,83,5335,103500,92100,Medium,Formless,Earth3,False
Jing Guai,1517,80,5187,91200,80900,Medium,Demon,Earth3,False
White Lady,1518,97,720500,40089600,27144000,Large,DemiHuman,Water2,False
Green Maiden,1519,49,23900,107800,44700,Medium,DemiHuman,Neutral2,False
Boiled Rice,1520,15,777,300,300,Medium,Plant,Water1,False
Alice,1521,100,9230,0,0,Medium,DemiHuman,Neutral3,False
Ancient Mummy,1522,115,29157,0,0,Medium,Undead,Undead2,False
Firelock Soldier,1523,88,7524,0,0,Medium,Undead,Undead2,False
Baby Leopard,1524,68,2590,0,0,Small,Brute,Ghost1,False
Bathory,1525,86,5242,0,0,Medium,DemiHuman,Dark1,False
Bloody Butterfly,1526,94,7030,0,0,Medium,Insect,Wind2,False
Clock Tower Manager,1527,90,6400,0,0,Large,Formless,Neutral4,False
Clock,1528,81,5556,0,0,Medium,Formless,Earth2,False
Evil Snake Lord,1529,105,1101000,0,0,Large,Brute,Ghost3,False
Dracula,1530,75,350000,0,0,Large,Demon,Dark4,False
Taoist Hermit,1531,96,8266,0,0,Large,Formless,Neutral2,False
Explosion,1532,100,7813,0,0,Small,Brute,Fire3,False
Seal,1533,47,1371,0,0,Medium,Brute,Water1,False
Goblin,1534,48,1058,0,0,Medium,DemiHuman,Wind1,False
Goblin,1535,44,931,0,0,Medium,DemiHuman,Fire1,False
Goblin,1536,44,930,0,0,Medium,DemiHuman,Poison1,False
Goblin,1537,49,1494,0,0,Medium,DemiHuman,Earth1,False
Goblin,1538,56,2342,0,0,Medium,DemiHuman,Water1,False
Goblin Leader,1539,55,21692,0,0,Medium,DemiHuman,Wind1,False
Golem,1540,61,2245,0,0,Large,Formless,Neutral3,False
Greatest General,1541,55,1575,0,0,Medium,Formless,Fire2,False
Incantation Samurai,1542,100,901000,0,0,Large,DemiHuman,Dark3,False
Kapha,1543,83,5470,0,0,Medium,Fish,Water1,False
Karakasa,1544,72,3092,0,0,Medium,Formless,Neutral3,False
Kobold,1545,107,10483,0,0,Medium,DemiHuman,Wind2,False
Kobold,1546,102,9152,0,0,Medium,DemiHuman,Poison2,False
Kobold,1547,101,9078,0,0,Medium,DemiHuman,Fire2,False
Kobold Leader,1548,112,13520,0,0,Medium,DemiHuman,Wind2,False
Lava Golem,1549,103,8452,0,0,Large,Formless,Fire4,False
Enchanted Peach Tree,1550,92,8777,0,0,Medium,Plant,Earth2,False
Marse,1551,47,1456,0,0,Small,Fish,Water2,False
Miyabi Doll,1552,85,5188,0,0,Medium,Demon,Dark1,False
Myst,1553,49,1223,0,0,Large,Formless,Poison1,False
Nightmare Terror,1554,107,13289,0,0,Large,Demon,Dark3,False
Parasite,1555,76,3222,0,0,Medium,Plant,Wind2,False
Poisonous Toad,1556,87,4876,0,0,Medium,Brute,Poison2,False
Rotar Zairo,1557,48,1088,0,0,Large,Formless,Wind2,False
Sandman,1558,61,2887,0,0,Medium,Formless,Earth3,False
Scorpion,1559,16,153,0,0,Small,Insect,Fire1,False
Shinobi,1560,95,8000,0,0,Medium,DemiHuman,Dark3,False
Smokie,1561,29,591,0,0,Small,Brute,Earth1,False
Soldier Skeleton,1562,34,804,0,0,Medium,Undead,Undead1,False
Tengu,1563,98,10196,0,0,Large,Demon,Earth2,False
Evil Nymph,1564,97,8491,0,0,Medium,Demon,Dark3,False
Hermit Plant,1565,90,6052,0,0,Small,Plant,Fire2,False
Wraith Dead,1566,86,10035,0,0,Large,Undead,Undead4,False
Ancient Worm,1567,83,4140,0,0,Large,Insect,Poison1,False
Angeling,1568,77,19800,0,0,Medium,Angel,Holy4,False
Bloody Knight,1569,116,68500,0,0,Large,Formless,Dark4,False
Cramp,1570,82,3898,0,0,Small,Brute,Poison2,False
Deviace,1571,60,3135,0,0,Medium,Fish,Water4,False
Drops,1572,2,45,0,0,Medium,Plant,Fire1,False
Elder,1573,92,7341,0,0,Large,DemiHuman,Neutral4,False
Elder Willow,1574,34,599,0,0,Medium,Plant,Fire2,False
Flora,1575,59,2301,0,0,Large,Plant,Earth1,False
Ghostring,1576,90,26700,0,0,Medium,Demon,Ghost4,False
Goblin Archer,1577,55,1575,0,0,Small,DemiHuman,Poison1,False
Horong,1578,66,2304,0,0,Small,Formless,Fire4,False
Hydra,1579,34,854,0,0,Small,Plant,Water2,False
Incubus,1580,120,28000,0,0,Medium,Demon,Dark3,False
Vocal,1581,18,3317,0,0,Medium,Insect,Earth1,False
Deviling,1582,66,16890,119700,118900,Medium,Demon,Dark4,False
Tao Gunka,1583,110,1252000,54000000,39600000,Large,Demon,Neutral3,False
Tamruan,1584,73,3195,76600,70600,Large,Demon,Dark3,False
Mime Monkey,1585,1,6000,196900,135100,Medium,Plant,Water1,False
Leaf Cat,1586,64,2635,63000,54400,Small,Brute,Earth1,False
Kraben,1587,70,2901,61000,65400,Medium,Formless,Ghost2,False
Christmas Orc,1588,44,1047,11700,7200,Medium,DemiHuman,Earth1,False
Mandragora,1589,13,156,0,0,Medium,Plant,Earth3,False
Geographer,1590,73,3866,0,0,Medium,Plant,Earth3,False
Lunatic,1591,29,2334,0,0,Small,Brute,Neutral3,False
Gangster,1592,40,8000,0,0,Medium,DemiHuman,Neutral1,False
Ancient Mummy,1593,52,8613,0,0,Medium,Undead,Undead3,False
Freezer,1594,94,9990,0,0,Medium,Brute,Water2,False
Marin,1595,37,987,0,0,Medium,Plant,Water2,False
Tamruan,1596,73,3195,0,0,Large,Demon,Dark3,False
Gargoyle,1597,100,8772,0,0,Medium,Demon,Wind3,False
Blazzer,1598,101,8121,0,0,Medium,Demon,Fire2,False
Giant Whisper,1599,66,2570,0,0,Small,Demon,Ghost2,False
Heater,1600,96,7480,0,0,Medium,Brute,Fire2,False
Permeter,1601,90,6575,0,0,Medium,Brute,Neutral2,False
Solider,1602,92,8768,0,0,Medium,Brute,Earth2,False
Bigfoot,1603,29,587,0,0,Large,Brute,Earth1,False
Giant Hornet,1604,82,3960,0,0,Small,Insect,Wind1,False
Dark Illusion,1605,96,46255,0,0,Large,Demon,Undead4,False
Baby Hatii,1606,94,10016,0,0,Medium,Brute,Water2,False
Christmas Goblin,1607,25,1176,0,0,Medium,DemiHuman,Wind1,False
Thief Bug Male,1608,19,583,0,0,Medium,Insect,Dark1,False
Zhu Po Long,1609,82,3943,272700,69200,Medium,Dragon,Wind2,False
Munak,1610,30,2872,0,0,Medium,Undead,Undead4,False
Bongun,1611,59,2510,0,0,Medium,Undead,Undead4,False
Yao Jun,1612,56,9981,0,0,Medium,Undead,Undead4,False
Metaling,1613,81,4300,95400,88900,Small,Formless,Neutral1,False
Mineral,1614,96,8300,131100,124000,Small,Formless,Neutral2,False
Obsidian,1615,97,10088,139600,125900,Small,Formless,Earth2,False
Pitman,1616,90,7208,115800,103800,Large,Undead,Earth2,False
Old Stove,1617,92,7400,123800,116700,Large,Formless,Neutral1,False
Ungoliant,1618,94,27070,410000,245600,Large,Insect,Poison2,False
Porcellio,1619,85,5544,106800,95300,Small,Insect,Earth3,False
Noxious,1620,87,5430,94700,103900,Medium,Formless,Ghost3,False
Venomous,1621,87,4770,105200,98700,Medium,Formless,Poison1,False
Teddy Bear,1622,91,7238,122000,114900,Small,Formless,Neutral3,False
RSX-0806,1623,100,1001000,43200000,31680000,Large,Formless,Neutral3,False
Old Stove,1624,92,7400,0,0,Large,Formless,Neutral1,False
Porcellio,1625,85,5544,50700,31200,Small,Insect,Earth3,False
Hellion Revenant,1626,79,8600,100,100,Medium,Demon,Undead3,False
Anopheles,1627,95,7238,129200,122100,Small,Insect,Wind3,False
Holden,1628,85,6228,106800,95300,Small,Brute,Earth2,False
Hill Wind,1629,43,2870,17000,17000,Medium,Brute,Wind3,False
White Lady,1630,97,720500,40089600,27144000,Large,DemiHuman,Wind3,False
Green Maiden,1631,82,3901,97000,90500,Medium,DemiHuman,Wind2,False
Gremlin,1632,118,20313,260600,249800,Large,Demon,Dark2,False
Beholder,1633,120,19280,265200,254400,Small,Formless,Wind2,False
Seyren Windsor,1634,142,204962,1775100,1966100,Medium,Demon,Fire3,False
Eremes Guile,1635,140,220525,1671400,1771700,Medium,Demon,Poison4,False
Howard Alt-Eisen,1636,142,378100,1705500,1797800,Medium,DemiHuman,Water4,False
Margaretha Sorin,1637,140,250800,1543200,1545700,Medium,DemiHuman,Holy3,False
Cecil Damon,1638,141,200255,1656700,1819900,Medium,DemiHuman,Wind3,False
Kathryne Keyron,1639,141,209780,1348400,1775600,Medium,DemiHuman,Ghost3,False
Lord Knight Seyren,1640,160,2680000,0,0,Medium,Demon,Fire4,False
Assassin Cross Eremes,1641,160,1230000,0,0,Medium,Demon,Poison4,False
Whitesmith Howard,1642,160,3750000,0,0,Medium,DemiHuman,Earth4,False
High Priest Margaretha,1643,160,2800000,0,0,Medium,DemiHuman,Holy4,False
Sniper Cecil,1644,160,4140000,0,0,Medium,DemiHuman,Wind4,False
High Wizard Kathryne,1645,160,4500000,0,0,Medium,DemiHuman,Ghost3,False
Lord Knight Seyren,1646,160,4680000,301766400,191505600,Medium,Demon,Fire4,False
Assassin Cross Eremes,1647,160,4230000,272025000,173091600,Medium,Demon,Poison4,False
Whitesmith Howard,1648,160,6750000,231075000,146520000,Medium,DemiHuman,Earth4,False
High Priest Margaretha,1649,160,4800000,225225000,138600000,Medium,DemiHuman,Holy4,False
Sniper Cecil,1650,160,4140000,266947200,169408800,Medium,DemiHuman,Wind4,False
High Wizard Kathryne,1651,160,4500000,210600000,133650000,Medium,DemiHuman,Ghost3,False
Egnigem Cenia,1652,136,40327,369900,360300,Medium,DemiHuman,Fire2,False
Wickebine Tres,1653,132,43191,331100,311500,Medium,DemiHuman,Poison3,False
Armeyer Dinze,1654,134,46878,318200,389800,Medium,DemiHuman,Earth3,False
Errende Ebecee,1655,133,42764,315900,299800,Medium,DemiHuman,Holy2,False
Kavach Icarus,1656,135,43079,346700,348100,Medium,DemiHuman,Wind2,False
Laurell Weinder,1657,133,40282,292500,361300,Medium,DemiHuman,Ghost2,False
Egnigem Cenia,1658,141,2910088,68536000,102300000,Medium,DemiHuman,Fire2,False
Wickebine Tres,1659,132,43191,0,0,Medium,DemiHuman,Poison3,False
Armeyer Dinze,1660,134,46878,0,0,Medium,DemiHuman,Earth3,False
Errende Ebecee,1661,133,42764,0,0,Medium,DemiHuman,Holy2,False
Kavach Icarus,1662,135,43079,0,0,Medium,DemiHuman,Wind2,False
Laurell Weinder,1663,133,40282,0,0,Medium,DemiHuman,Ghost2,False
Photon Cannon,1664,66,8000,42000,30000,Medium,Formless,Neutral2,False
Photon Cannon,1665,67,7500,31500,40000,Medium,Formless,Neutral2,False
Photon Cannon,1666,64,7100,42000,30000,Medium,Formless,Neutral2,False
Photon Cannon,1667,65,7800,31500,40000,Medium,Formless,Neutral2,False
Archdam,1668,119,20700,262900,252100,Large,DemiHuman,Neutral3,False
Dimik,1669,77,10000,0,0,Medium,Formless,Neutral2,False
Dimik,1670,116,17552,256000,245200,Medium,Formless,Wind2,False
Dimik,1671,116,23840,256000,245200,Medium,Formless,Water2,False
Dimik,1672,116,21920,268800,245200,Medium,Formless,Earth2,False
Dimik,1673,116,16940,256000,245200,Medium,Formless,Fire2,False
Monemus,1674,88,80000,0,0,Large,Formless,Fire3,False
Venatu,1675,77,12717,0,0,Medium,Formless,Fire2,False
Venatu,1676,113,15900,220200,210600,Medium,Formless,Neutral2,False
Venatu,1677,113,14717,220200,210600,Medium,Formless,Wind2,False
Venatu,1678,113,21040,231200,210600,Medium,Formless,Earth2,False
Venatu,1679,113,21810,220200,210600,Medium,Formless,Water2,False
Hill Wind,1680,101,9100,154500,146700,Medium,Brute,Wind3,False
Gemini-S58,1681,135,108999,607100,524800,Medium,Formless,Water1,False
Remover,1682,121,32235,335100,277200,Medium,Undead,Undead2,False
Photon Cannon,1683,66,8000,0,0,Medium,Formless,Fire2,False
Archdam,1684,119,20700,0,0,Large,Angel,Neutral3,False
Vesper,1685,128,3802000,175500000,123750000,Large,Brute,Holy2,False
Orc Baby,1686,43,1122,35200,28500,Small,DemiHuman,Earth1,False
Grove,1687,55,2090,48900,41300,Medium,Brute,Earth2,False
Lady Tanee,1688,80,360000,18374400,13050000,Large,Plant,Wind3,False
White Lady,1689,97,720500,0,0,Large,DemiHuman,Wind3,False
Spring Rabbit,1690,12,15,0,0,Medium,Brute,Neutral1,False
Kraben,1691,70,2901,0,0,Medium,Formless,Ghost2,False
Breeze,1692,92,6755,123800,116700,Medium,Formless,Wind3,False
Plasma,1693,119,20600,236700,265200,Small,Formless,Ghost4,False
Plasma,1694,118,16789,260600,249800,Small,Formless,Fire4,False
Plasma,1695,116,24975,268800,245200,Small,Formless,Earth4,False
Plasma,1696,117,18955,258300,247500,Small,Formless,Dark4,False
Plasma,1697,115,24651,224600,215000,Small,Formless,Water4,False
Death Word,1698,114,16390,222400,212800,Medium,Formless,Neutral3,False
Ancient Mimic,1699,112,14700,218000,208400,Large,Formless,Neutral3,False
Dame of Sentinel,1700,127,34538,366400,352300,Medium,Angel,Neutral4,False
Mistress of Shelter,1701,125,27000,314300,302000,Medium,Angel,Holy3,False
Baroness of Retribution,1702,121,22152,304700,292400,Medium,Angel,Dark3,False
Lady Solace,1703,123,24729,309500,297200,Medium,Angel,Holy3,False
Odium of Thanatos,1704,129,40200,334300,375800,Large,Undead,Ghost4,False
Despero of Thanatos,1705,129,41111,334300,375800,Large,Undead,Ghost4,False
Maero of Thanatos,1706,129,42599,334300,375800,Medium,Undead,Ghost4,False
Dolor of Thanatos,1707,129,45000,334300,375800,Small,Undead,Ghost4,False
Thanatos Phantom,1708,99,1445660,77964000,96527700,Large,Demon,Ghost4,False
Odium of Thanatos,1709,129,40200,0,0,Large,Undead,Ghost4,False
Despero of Thanatos,1710,129,41111,0,0,Large,Undead,Ghost4,False
Maero of Thanatos,1711,129,42599,0,0,Medium,Undead,Ghost4,False
Dolor of Thanatos,1712,129,45000,0,0,Small,Undead,Ghost4,False
Acidus,1713,130,48430,373900,359800,Large,Dragon,Holy2,False
Ferus,1714,126,25668,363900,349800,Large,Dragon,Fire2,False
Novus,1715,90,6670,110300,103800,Small,Dragon,Neutral1,False
Acidus,1716,130,40718,373900,359800,Large,Dragon,Wind2,False
Ferus,1717,126,39054,382000,349800,Large,Dragon,Earth2,False
Novus,1718,84,5028,100200,93700,Small,Dragon,Neutral1,False
Detardeurus,1719,135,6005000,280800000,188100000,Large,Dragon,Dark3,False
Hydrolancer,1720,121,41500,408500,245400,Large,Dragon,Dark2,False
Dragon Egg,1721,119,20990,262900,252100,Medium,Dragon,Neutral2,False
Jakk,1722,99,10310,5600,4500,Medium,Formless,Fire2,False
Cecil Damon,1723,82,30000,0,0,Medium,DemiHuman,Wind3,False
Photon Cannon,1724,66,8000,0,0,Medium,Formless,Neutral2,False
Poring,1725,1,50,0,0,Medium,Plant,Water1,False
Lunatic,1726,3,60,0,0,Small,Brute,Neutral3,False
Savage Babe,1727,7,182,0,0,Small,Brute,Earth1,False
Baby Desert Wolf,1728,14,140,16400,10500,Small,Brute,Fire1,False
Baphomet Jr.,1729,50,8578,0,0,Small,Demon,Dark1,False
Deviruchi,1730,64,2300,0,0,Small,Demon,Dark1,False
Doppelganger,1731,77,380000,31320000,25056000,Large,Angel,Ghost2,False
Treasure Chest,1732,98,500,0,0,Small,Formless,Neutral1,False
Kiehl,1733,90,523500,1806700,1053200,Medium,Formless,Dark2,False
Kiel D-01,1734,125,2502000,117000000,79200000,Medium,Formless,Dark2,False
Alicel,1735,115,18000,224600,215000,Medium,Demon,Neutral3,False
Aliot,1736,112,15669,218000,208400,Medium,Demon,Neutral3,False
Aliza,1737,112,14450,218000,208400,Medium,DemiHuman,Neutral3,False
Constant,1738,108,12050,186600,178000,Small,Formless,Dark3,False
Alicel,1739,115,18000,0,0,Medium,Demon,Neutral3,False
Aliot,1740,112,15669,0,0,Medium,Demon,Neutral3,False
Christmas Cookie,1741,37,733,0,0,Small,DemiHuman,Holy2,False
Carat,1742,103,9222,0,0,Medium,Demon,Wind2,False
Myst Case,1743,39,879,0,0,Medium,Formless,Neutral3,False
Wild Rose,1744,70,2682,0,0,Small,Brute,Wind1,False
Constant,1745,108,2000,150300,112600,Small,Demon,Dark3,False
Aliza,1746,112,14450,0,0,Medium,DemiHuman,Neutral3,False
Boa,1747,18,217,0,0,Medium,Brute,Earth1,False
Anacondaq,1748,100,8510,0,0,Medium,Brute,Poison1,False
Medusa,1749,102,10045,0,0,Medium,Demon,Neutral2,False
Red Plant,1750,1,100,0,0,Small,Plant,Earth1,False
Valkyrie Randgris,1751,141,3205000,130000000,121000000,Large,Angel,Holy4,False
Skogul,1752,126,34240,363900,349800,Medium,Demon,Dark3,False
Frus,1753,128,39520,368900,354800,Medium,Demon,Dark3,False
Skeggiold,1754,131,53290,360900,242900,Small,Angel,Holy2,False
Skeggiold,1755,131,52280,360700,242500,Small,Angel,Holy2,False
Hydrolancer,1756,121,41500,0,0,Large,Dragon,Dark2,False
Acidus,1757,130,48430,0,0,Large,Dragon,Holy2,False
Ferus,1758,126,25668,0,0,Large,Dragon,Fire2,False
Acidus,1759,130,40718,0,0,Large,Dragon,Wind2,False
Ferus,1760,126,39054,0,0,Large,Dragon,Earth2,False
Skogul,1761,126,34240,0,0,Medium,Demon,Dark3,False
Frus,1762,128,39520,0,0,Medium,Demon,Dark3,False
Skeggiold,1763,131,53290,0,0,Small,Angel,Holy2,False
Skeggiold,1764,131,52280,0,0,Small,Angel,Holy2,False
Valkyrie,1765,141,1005000,650000,550000,Large,Angel,Holy4,False
Angeling,1766,99,128430,0,0,Small,Angel,Holy3,False
Deviling,1767,99,128430,0,0,Small,Angel,Holy3,False
Gloom Under Night,1768,139,3005000,140400000,99000000,Large,Formless,Ghost3,False
Agav,1769,128,40000,368900,354800,Medium,DemiHuman,Neutral4,False
Echio,1770,126,31620,363900,349800,Medium,DemiHuman,Neutral4,False
Vanberk,1771,123,24605,309500,297200,Medium,DemiHuman,Neutral4,False
Isilla,1772,124,26324,311900,299600,Medium,DemiHuman,Neutral4,False
Hodremlin,1773,122,23182,307100,294800,Medium,Demon,Dark3,False
